Sentiment,tweet
0,i did too it s so sad feel like nathan has gone forever now
0,has just returned from the woods beautiful day but very difficult to do take pictures without lovely gorilla pod
0,i have no friends on twitter
1,very cruella deville of you
0,huhu i didn t see
1,so much to do so little time aweschum weekend
1,my better half is tending to the balcony jungle she s planting herbs
1,i luv buying children s bks well all bks really its an obsession good think its part of my daily job to buy read them
1,yea john s turn to drive
0,new tv show &quot;sit down shut up&quot; not funny
1,good morning rita do you still have have witches in sussex
1,very excited the new album it will be a stone winner another classic hope all is stellar mariah
1,that s good how are you feeling
0,working til on this nice day
1,yes thatï¿½s fine
0,to change the projection is easy but to justify the differences to many people is the one that really exhausting arghhh
1,csb again tom
0,shut up
1,i m based in the netherlands but still on my bucket list is a trip to the uk london i think otherwise of the photogenic part
1,just wanted to send my love and wish you all the luck in the world
0,i want cocktails hahahaa i miss it too this is pish
1,i wish you luck *hug* you can do it
0,ouh man i m ill just feeling so bad with a damn cold || listening to diva by beyonce nanana diva is a female version of a hustla
0,why is it that even when i get woken up early i m still not in time for macdonalds breakfast
0,has work in a hour
0,not making much trying to make people laugh is a hard job to do and i am very good at it but mean ^&amp;* out there mean
0,going bowling with ryan kates lol i miss him so much
0,off to red robin for council bonding i m sad i didn t get to sign mary ann s yearbook doubling up on the tumblr
0,now i m just waiting around for my brother s graduation to start these are always so long after grad lunch party though should be nice
1,i took some pictures of chessie moore for her site www chessieland com today they turned out good i need to get her some milf gilf work
0,now i m just kind of let down oh wel
1,crash but quite obviously i m still awake gonna study history later days more to terms are you feeling better now tho
1,tea is just plain good for you white green oolong and black all the same plant you know
0,it is the last night in indy again again i wish i wasnt leaving want to stay here with pg sissy and meet my nephew and just b
0,maria where have u been lately missing your posts on the forum huni
0,oh no it s school morrow
1,yeah just go to the county where you live we got out license in multnomah and got married at the coast
0,what s not funny is that sean made a comment about the bronx and didn t even include an
1,my name is ashley
0,i miss vermont
0,i wish i had bought one when i was there i miss my caramel scented candle and my apartment smelling of sweet cupcakes
0,yup stil at work
0,well i know it s not me maybe in about years
1,has uploaded a pretty pretty decent pic
1,men are always a nice attraction
1,is reading angels and demons trying to finish so i can watch the movie
0,i have a bit if a sunburn
0,i hate that feeling so much
0,got do history projects
0,yeah i like pink too lol im having allergic itches right now how r u
1,i like this icon your eyes are awesome in it
1,&quot;there s a stick thats gonna kill me &quot; emily
0,the internert isn t working all even on hotle comp fuck i m sorry wirless is down we talk on here if u want
0,ah but that s ok you see as it is &quot;to stop da terrorists&quot; and anything that claims to be for that is acceptable
1,good afternoon ; nice quote gotta agree
1,lol seems someone put the bulls eye on your back ushikwapo shikamana
0,i would if i had it ryan
1,from the frig but im sure i could have just went and told you that in person lol
0,mosquitoes must like the taste of my blood outside for two seconds and already four bites
1,i m glad i just ate looks good
0,so kiddo locked me out of house with him and his baby sister inside while she screams her lungs out i had to break door in
0,haha fine
0,iran jokes aren t all that funny
0,getting ready to go home and watch house just got done swimming and the baby hasn t moved much today &lt; lovin on my wonderful family
0,oh my gosh poor monk check out the trailer of at apple com followers looks like an interesting movie i might watch it
1,thanks for the follow i look forward to following you back
1,baking &amp; packinggg then cristinas staying with me tonight as usualllll pittsburgh in the am to see my giiiiirlllfriends
0,pens parade today can t go bc of damn chemistry kill me
1,hey how do you work twitter you cn tell me your are following me
1,&quot;you re so indecisive or decisive i can t decide &quot;
1,hi baby wearing mamas
1,flip flops on a rainy day
1,seems like but what a spectacular crash it was
1,time for a tanning session outside then shower then prom so excited
1,and everyone should campaign that for cr and aka joe should be nominated win best kiss
1,yeah i watched the game haha felt really sleepy throughout the game though kane must be depressed
0,my tonsil hurt s thin awful of em is swollen the icey isn t working &amp; it hurts talk i just wana get both of em taken out
1,absolutely agree re marcia duet deb just love it
1,new blog post using postcrossing in school send postcards around the world and receive them back
1,visa process for saudi is messing up my week not sure if i am going to effat jeddah yet over so fingers crossed ;
1,thanks sweetie
1,i was making a play on the term &quot;virtual seminar&quot;
0,roast chicken sandwich w side of fries yum &amp; papardelle w rabbit asked for no parsley but there was parsley thru it
0,it literally makes me sick why are there people like that in the world i just don t understand
0,so not looking forward to this week maybe i ll get more in depth later but probably not
0,grrrr i cnt sleep time is of essence
1,bless your heart you re such a good liar and my fragile ego is so thankful haha x
1,the geography was an exam today but turned out well omg on wednesday will a english exam xd i woul d be very nervous
